,6
2016-03-31,"{'SK디앤디': [210.0, 99.5, 395.0], '이노션': [51.0, 99.5, 181.0], '경보제약': [147.0, 99.5, 264.0], '신한 인버스 브렌트원유 선물 ETN(H)': [106.0, 99.5, 731.0], '삼성 바이오 테마주 ETN': [55.0, 99.5, 251.0], '삼성 화학 테마주 ETN': [65.0, 99.5, 237.0], 'QV 에너지 TOP5 ETN': [35.0, 99.5, 578.0], 'QV 의료 TOP5 ETN': [163.0, 99.5, 692.0], 'QV 바이오 TOP5 ETN': [95.0, 99.5, 706.0], 'QV 제약 TOP5 ETN': [108.0, 99.5, 776.0]}"
2016-04-30,"{'동일제강': [246.0, 89.0, 563.0], 'HDC아이콘트롤스': [263.0, 89.0, 523.0], '우진': [210.0, 195.0, 683.0], '미원홀딩스': [114.0, 214.0, 764.0], '이노션': [58.0, 89.0, 193.0], '신한 금 선물 ETN(H)': [191.0, 89.0, 787.0], '신한 은 선물 ETN(H)': [161.0, 89.0, 772.0], '삼성 바이오 테마주 ETN': [176.0, 89.0, 664.0], '삼성 건축자재 테마주 ETN': [308.0, 89.0, 506.0], '삼성 화학 테마주 ETN': [101.0, 89.0, 196.0]}"
2016-05-31,"{'동일제강': [307.0, 87.0, 617.0], '금호타이어': [83.0, 388.0, 222.0], '세진중공업': [270.0, 87.0, 516.0], '미원홀딩스': [78.0, 217.0, 765.0], '한전산업': [57.0, 346.0, 460.0], 'DSR': [125.0, 281.0, 577.0], '신한 옥수수 선물 ETN(H)': [213.0, 87.0, 757.0], '신한 금 선물 ETN(H)': [170.0, 87.0, 772.0], '신한 은 선물 ETN(H)': [172.0, 87.0, 773.0], '삼성 화학 테마주 ETN': [198.0, 87.0, 318.0]}"
2016-06-30,"{'율촌화학': [164.0, 184.0, 528.0], '지엠비코리아': [135.0, 271.0, 552.0], '세진중공업': [202.0, 81.5, 483.0], '미원홀딩스': [62.0, 227.0, 789.0], '미원화학': [44.0, 252.0, 580.0], '코리아오토글라스': [74.0, 81.5, 317.0], '잇츠한불': [216.0, 81.5, 189.0], '신한 WTI원유 선물 ETN(H)': [234.0, 81.5, 503.0], '신한 금 선물 ETN(H)': [105.0, 81.5, 732.0], '신한 은 선물 ETN(H)': [81.0, 81.5, 744.0]}"
2016-07-31,"{'율촌화학': [166.0, 189.0, 547.0], '세진중공업': [170.0, 80.0, 543.0], '미원홀딩스': [68.0, 265.0, 749.0], '코리아오토글라스': [129.0, 80.0, 323.0], '신한 금 선물 ETN(H)': [197.0, 80.0, 758.0], '신한 은 선물 ETN(H)': [79.0, 80.0, 732.0], '미래에셋 전기전자 Core5 ETN': [174.0, 80.0, 820.0], '삼성 미국 대형 가치주 ETN(H)': [176.0, 80.0, 825.0], '삼성 미국 중소형 가치주 ETN(H)': [134.0, 80.0, 824.0], '삼성 미국 중소형 가치주 ETN': [192.0, 80.0, 772.0]}"
2016-08-31,"{'율촌화학': [158.0, 196.0, 562.0], '세진중공업': [255.0, 77.0, 432.0], '미원홀딩스': [85.0, 275.0, 778.0], '코리아오토글라스': [245.0, 77.0, 291.0], '신한 레버리지 WTI원유 선물 ETN(H)': [80.0, 77.0, 255.0], '미래에셋 전기전자 Core5 ETN': [218.0, 77.0, 822.0], '미래에셋 인버스 에너지화학 Core5 ETN': [308.0, 77.0, 825.0], '삼성 China A50 선물 ETN(H)': [161.0, 77.0, 766.0], '삼성 미국 중소형 가치주 ETN(H)': [153.0, 77.0, 831.0], 'QV CHINEXT ETN(H)': [206.0, 77.0, 814.0]}"
2016-09-30,"{'대원강업': [132.0, 226.0, 630.0], '아주캐피탈': [189.0, 189.0, 612.0], '맵스리얼티1': [101.0, 173.0, 579.0], '미원홀딩스': [75.0, 274.0, 785.0], '코리아오토글라스': [207.0, 75.5, 397.0], '신한 레버리지 WTI원유 선물 ETN(H)': [168.0, 75.5, 172.0], '미래에셋 전기전자 Core5 ETN': [238.0, 75.5, 838.0], '미래에셋 인버스 에너지화학 Core5 ETN': [194.0, 75.5, 828.0], '삼성 미국 중소형 가치주 ETN(H)': [259.0, 75.5, 788.0], '삼성 레버리지 China A50 선물 ETN(H)': [278.0, 75.5, 791.0]}"
2016-10-31,"{'CS홀딩스': [119.0, 248.0, 760.0], '동일산업': [66.0, 217.0, 606.0], '해태제과식품': [324.0, 66.5, 222.0], '현대일렉트릭': [324.0, 66.5, nan], '현대건설기계': [324.0, 66.5, nan], '신한 인버스 2X 천연가스 선물 ETN(H)': [324.0, 66.5, nan], '미래에셋 전기전자 Core5 ETN': [140.0, 187.0, 845.0], '삼성 레버리지 China A50 선물 ETN(H)': [109.0, 66.5, 778.0], '삼성 인버스 2X 천연가스 선물 ETN': [324.0, 66.5, nan], 'QV 스마트리밸런싱 250&#47;3 ETN': [186.0, 137.0, 733.0]}"
2016-11-30,"{'동일산업': [35.0, 208.0, 564.0], '아주캐피탈': [139.0, 167.0, 635.0], '신한 구리 선물 ETN(H)': [63.0, 65.5, 781.0], '신한 인버스 2X 천연가스 선물 ETN(H)': [324.0, 65.5, nan], '미래에셋 전기전자 Core5 ETN': [118.0, 182.0, 848.0], '미래에셋 인버스 원유선물혼합 ETN(H)': [157.0, 65.5, 802.0], '삼성 레버리지 China A50 선물 ETN(H)': [44.0, 65.5, 761.0], 'QV 스마트리밸런싱 250&#47;3 ETN': [184.0, 132.0, 708.0], 'TRUE 인버스 유로선물 ETN': [162.0, 65.5, 756.0], '미래에셋 미국 중형주 ETN(H)': [163.0, 65.5, 809.0]}"
2016-12-31,"{'동일산업': [58.0, 217.0, 426.0], '용평리조트': [178.0, 64.0, 289.0], '코오롱머티리얼': [54.0, 290.0, 770.0], '미래에셋 전기전자 Core5 ETN': [110.0, 181.0, 852.0], '삼성 레버리지 China A50 선물 ETN(H)': [169.0, 64.0, 761.0], '미래에셋 유럽 중형주 ETN(H)': [160.0, 64.0, 856.0], '미래에셋 일본 대형주 ETN(H)': [72.0, 64.0, 861.0], '미래에셋 일본 중형주 ETN(H)': [93.0, 64.0, 786.0], '미래에셋 미국 항공우주 ETN(H)': [107.0, 64.0, 550.0], '미래에셋 레버리지 S&P500 ETN(H)': [99.0, 64.0, 806.0]}"
2017-01-31,"{'흥국화재': [119.0, 158.0, 703.0], '다스코': [64.0, 249.0, 665.0], '용평리조트': [114.0, 63.0, 278.0], '신한 레버리지 다우존스지수 선물 ETN(H)': [79.0, 63.0, 766.0], '미래에셋 레버리지 원유선물혼합 ETN(H)': [38.0, 63.0, 757.0], '미래에셋 원유선물혼합 ETN(H)': [76.0, 63.0, 830.0], '미래에셋 일본 대형주 ETN(H)': [81.0, 63.0, 855.0], '미래에셋 일본 중형주 ETN(H)': [98.0, 63.0, 852.0], '미래에셋 미국 항공우주 ETN(H)': [112.0, 63.0, 785.0], '미래에셋 레버리지 S&P500 ETN(H)': [122.0, 63.0, 811.0]}"
2017-02-28,"{'흥국화재': [151.0, 159.0, 673.0], '동일산업': [70.0, 202.0, 517.0], '용평리조트': [83.0, 57.5, 218.0], '한국자산신탁': [75.0, 57.5, 311.0], '신한 레버리지 다우존스지수 선물 ETN(H)': [41.0, 57.5, 786.0], '미래에셋 일본 대형주 ETN(H)': [119.0, 57.5, 861.0], '미래에셋 일본 중형주 ETN(H)': [99.0, 57.5, 861.0], '미래에셋 미국 중형주 ETN(H)': [184.0, 57.5, 830.0], '미래에셋 미국 항공우주 ETN(H)': [86.0, 57.5, 535.0], '미래에셋 레버리지 S&P500 ETN(H)': [74.0, 57.5, 836.0]}"
2017-03-31,"{'흥국화재': [119.0, 170.0, 671.0], '한국자산신탁': [224.0, 52.5, 269.0], '해성디에스': [104.0, 52.5, 385.0], '신한 레버리지 다우존스지수 선물 ETN(H)': [39.0, 52.5, 754.0], 'QV 대체에너지 테마 ETN': [148.0, 52.5, 790.0], 'QV OLED 테마 ETN': [167.0, 52.5, 806.0], '미래에셋 일본 대형주 ETN(H)': [113.0, 52.5, 831.0], '미래에셋 일본 중형주 ETN(H)': [132.0, 52.5, 838.0], '미래에셋 미국 항공우주 ETN(H)': [100.0, 52.5, 723.0], '미래에셋 레버리지 S&P500 ETN(H)': [71.0, 52.5, 751.0]}"
2017-04-30,"{'일성신약': [155.0, 193.0, 678.0], '다스코': [111.0, 246.0, 640.0], '한국자산신탁': [96.0, 48.0, 309.0], 'LS전선아시아': [77.0, 48.0, 383.0], '화승엔터프라이즈': [147.0, 48.0, 389.0], '샘표식품': [148.0, 48.0, 176.0], '일동제약': [41.0, 48.0, 239.0], '미래에셋 미디어엔터 Core5 ETN': [139.0, 48.0, 858.0], 'QV 대체에너지 테마 ETN': [185.0, 48.0, 851.0], 'QV OLED 테마 ETN': [129.0, 48.0, 809.0]}"
2017-05-31,"{'남해화학': [77.0, 241.0, 324.0], '삼성바이오로직스': [64.0, 46.5, 26.0], 'LS전선아시아': [226.0, 46.5, 486.0], 'JW생명과학': [120.0, 46.5, 411.0], '샘표식품': [92.0, 46.5, 260.0], '일동제약': [58.0, 46.5, 313.0], '미래에셋 Q150 Core5 ETN': [185.0, 46.5, 874.0], '미래에셋 미디어엔터 Core5 ETN': [75.0, 46.5, 863.0], 'QV 대체에너지 테마 ETN': [94.0, 46.5, 858.0], 'QV OLED 테마 ETN': [124.0, 46.5, 770.0]}"
2017-06-30,"{'남해화학': [132.0, 243.0, 374.0], '삼성바이오로직스': [10.0, 44.5, 3.0], 'JW생명과학': [157.0, 44.5, 390.0], '화승엔터프라이즈': [240.0, 44.5, 487.0], '신한 인버스 천연가스 선물 ETN(H)': [119.0, 44.5, 802.0], '미래에셋 Q150 Core5 ETN': [220.0, 44.5, 865.0], '미래에셋 미디어엔터 Core5 ETN': [140.0, 44.5, 856.0], 'QV 대체에너지 테마 ETN': [154.0, 44.5, 859.0], 'QV OLED 테마 ETN': [208.0, 44.5, 795.0], 'KB KQ 우량주30 ETN': [161.0, 44.5, 823.0]}"
2017-07-31,"{'KISCO홀딩스': [128.0, 208.0, 778.0], '다스코': [111.0, 222.0, 609.0], 'BNK금융지주': [97.0, 238.0, 94.0], '아세아시멘트': [193.0, 210.0, 584.0], '삼성바이오로직스': [18.0, 40.0, 8.0], 'JW생명과학': [123.0, 40.0, 298.0], '신한 인버스 천연가스 선물 ETN(H)': [228.0, 40.0, 827.0], 'KB KTOP30 ETN': [256.5, 40.0, 451.0], 'KB KQ 우량주30 ETN': [170.0, 40.0, 539.0], '미래에셋 중국 심천 100 ETN': [313.0, 40.0, 787.0]}"
2017-08-31,"{'KISCO홀딩스': [103.0, 217.0, 781.0], '무림P&P': [197.0, 175.0, 524.0], '퍼시스': [252.0, 109.0, 761.0], '서울가스': [145.0, 154.0, 705.0], '상신브레이크': [148.0, 180.0, 604.0], '다스코': [180.0, 233.0, 613.0], 'QV 롱숏 K150 매수 로우볼 매도 ETN': [188.0, 91.0, 893.0], 'QV 전기차 테마 ETN': [86.0, 148.0, 842.0], 'TRUE 다우존스 지속가능경영 코리아 ETN': [191.0, 93.0, 844.0], 'KB KQ 우량주30 ETN': [173.0, 34.5, 852.0]}"
2017-09-30,"{'KISCO홀딩스': [87.0, 191.0, 766.0], '퍼시스': [192.0, 117.0, 797.0], '서울가스': [129.0, 149.0, 794.0], '덴티움': [17.0, 33.0, 185.0], '한국ANKOR유전': [198.0, 82.0, 769.0], '신한 레버리지 다우존스지수 선물 ETN(H)': [123.0, 134.0, 850.0], 'TRUE 유로선물 ETN': [169.0, 80.0, 849.0], 'TRUE 다우존스 지속가능경영 코리아 ETN': [154.0, 91.0, 851.0], 'KB KQ 우량주30 ETN': [166.0, 33.0, 857.0], '미래에셋 미국 항공우주 ETN(H)': [115.0, 120.0, 799.0]}"
2017-10-31,"{'KISCO홀딩스': [85.0, 190.0, 784.0], '율촌화학': [83.0, 203.0, 312.0], '서울가스': [113.0, 145.0, 709.0], '덴티움': [46.0, 32.5, 196.0], '신한 레버리지 다우존스지수 선물 ETN(H)': [84.0, 138.0, 771.0], '삼성 KTOP30 ETN': [147.0, 100.0, 289.0], '삼성 China A50 선물 ETN(H)': [88.0, 112.0, 819.0], 'TRUE 다우존스 지속가능경영 코리아 ETN': [127.0, 95.0, 890.0], 'KB KTOP30 ETN': [145.0, 101.0, 837.0], '미래에셋 중국 심천 100 ETN': [86.0, 139.0, 786.0]}"
2017-11-30,"{'태경산업': [175.0, 121.0, 724.0], '오렌지라이프': [15.0, 32.0, 80.0], '덴티움': [16.0, 32.0, 126.0], '넷마블': [174.0, 32.0, 9.0], '현대건설기계': [49.0, 32.0, 175.0], '경동도시가스': [89.0, 32.0, 571.0], '신한 다우존스지수 선물 ETN(H)': [142.0, 70.0, 867.0], '신한 레버리지 다우존스지수 선물 ETN(H)': [54.0, 135.0, 806.0], '대신 WTI원유 선물 ETN(H)': [157.0, 32.0, 889.0], '삼성 China A50 선물 ETN(H)': [97.0, 123.0, 798.0]}"
2017-12-31,"{'STX': [324.5, 32.5, 915.0], '오렌지라이프': [24.0, 32.5, 91.0], '덴티움': [77.0, 32.5, 182.0], '넷마블': [96.0, 32.5, 7.0], '현대건설기계': [196.0, 32.5, 139.0], '경동도시가스': [182.0, 32.5, 638.0], '신한 다우존스지수 선물 ETN(H)': [125.0, 70.0, 859.0], '신한 레버리지 다우존스지수 선물 ETN(H)': [38.0, 136.0, 717.0], '신한 MSCI 인도네시아 선물 ETN(H)': [199.0, 32.5, 881.0], '대신 WTI원유 선물 ETN(H)': [68.0, 32.5, 899.0]}"
2018-01-31,"{'오렌지라이프': [46.0, 31.5, 157.0], '넷마블': [173.0, 31.5, 30.0], '현대건설기계': [182.0, 31.5, 110.0], '경동도시가스': [136.0, 31.5, 623.0], '오리온': [76.0, 31.5, 161.0], '신한 레버리지 다우존스지수 선물 ETN(H)': [72.0, 138.0, 658.0], '신한 MSCI 인도네시아 선물 ETN(H)': [280.0, 31.5, 896.0], '대신 WTI원유 선물 ETN(H)': [146.0, 31.5, 885.0], '삼성 레버리지 WTI원유 선물 ETN': [61.0, 31.5, 51.0], 'QV 미국 IT TOP5 ETN(H)': [169.0, 31.5, 716.0]}"
2018-02-28,"{'오렌지라이프': [139.0, 30.0, 151.0], '현대건설기계': [218.0, 30.0, 120.0], '경동도시가스': [134.0, 30.0, 492.0], '오리온': [112.0, 30.0, 113.0], '제일약품': [147.0, 30.0, 296.0], '대신 WTI원유 선물 ETN(H)': [75.0, 30.0, 899.0], '대신 니켈선물 ETN(H)': [154.0, 30.0, 834.0], '삼성 레버리지 WTI원유 선물 ETN': [32.0, 30.0, 93.0], 'QV 미국 IT TOP5 ETN(H)': [116.0, 30.0, 741.0], 'QV 레버리지 WTI원유 선물 ETN(H)': [28.0, 30.0, 82.0]}"
2018-03-31,"{'하이골드12호': [377.0, 65.0, 631.0], '오리온': [125.0, 25.5, 139.0], '제일약품': [213.0, 25.5, 344.0], '대신 아연선물 ETN(H)': [378.0, 25.5, 899.0], '대신 니켈선물 ETN(H)': [155.0, 25.5, 837.0], '대신 2X 아연선물 ETN(H)': [326.0, 25.5, 818.0], '대신 2X 니켈선물 ETN(H)': [73.0, 25.5, 644.0], '삼성 레버리지 WTI원유 선물 ETN': [93.0, 25.5, 214.0], 'QV 미국 IT TOP5 ETN(H)': [217.0, 25.5, 769.0], 'QV 레버리지 WTI원유 선물 ETN(H)': [66.0, 25.5, 155.0]}"
2018-04-30,"{'제일연마': [193.0, 230.0, 689.0], '신송홀딩스': [204.0, 168.0, 676.0], '마니커': [197.0, 273.0, 494.0], '하이골드12호': [236.0, 68.0, 693.0], '오리온': [237.0, 25.0, 144.0], '신한 브렌트원유 선물 ETN(H)': [176.0, 238.0, 871.0], '대신 니켈선물 ETN(H)': [234.0, 25.0, 756.0], '대신 2X 니켈선물 ETN(H)': [159.0, 25.0, 610.0], '미래에셋 원유선물혼합 ETN(H)': [173.0, 263.0, 569.0], 'QV 레버리지 WTI원유 선물 ETN(H)': [84.0, 25.0, 308.0]}"
2018-05-31,"{'신송홀딩스': [246.0, 153.0, 718.0], '마니커': [162.0, 266.0, 547.0], '하이골드12호': [248.0, 65.0, 784.0], '롯데제과': [196.0, 22.5, 478.0], '신한 브렌트원유 선물 ETN(H)': [157.0, 205.0, 879.0], '신한 인버스 2X 천연가스 선물 ETN(H)': [429.0, 22.5, 691.0], '대신 니켈선물 ETN(H)': [137.0, 22.5, 646.0], '대신 2X 니켈선물 ETN(H)': [59.0, 22.5, 738.0], '미래에셋 원유선물혼합 ETN(H)': [188.0, 208.0, 861.0], 'QV 레버리지 WTI원유 선물 ETN(H)': [117.0, 22.5, 400.0]}"
2018-06-30,"{'사조씨푸드': [172.0, 174.0, 472.0], '하이골드12호': [185.0, 59.0, 791.0], '롯데제과': [135.0, 17.5, 395.0], '케이씨텍': [269.0, 17.5, 283.0], '동아타이어': [97.0, 17.5, 732.0], '신한 레버리지 천연가스 선물 ETN(H)': [255.0, 17.5, 554.0], '대신 인버스 아연선물 ETN(H)': [231.0, 17.5, 844.0], '대신 2X 니켈선물 ETN(H)': [92.0, 17.5, 615.0], '미래에셋 원유선물혼합 ETN(H)': [142.0, 193.0, 873.0], '삼성 레버리지 천연가스 선물 ETN': [203.0, 17.5, 574.0]}"
2018-07-31,"{'맥쿼리인프라': [136.0, 40.0, 259.0], '하이골드12호': [81.0, 53.0, 761.0], '쿠쿠홈시스': [104.0, 13.5, 473.0], '신한 인버스 금 선물 ETN(H)': [124.0, 46.0, 882.0], '신한 달러인덱스 선물 ETN(H)': [151.0, 34.0, 864.0], '신한 인버스 2X 천연가스 선물 ETN(H)': [75.0, 13.5, 672.0], '삼성 인버스 2X 천연가스 선물 ETN': [63.0, 13.5, 705.0], '삼성 KQ150 Put 1901-01 ETN': [96.0, 13.5, 922.5], '삼성 KQ150 Put 1901-02 ETN': [129.0, 13.5, 922.5], 'QV 스마트리밸런싱 250&#47;3 ETN': [100.0, 89.0, 885.0]}"
2018-08-31,"{'에이리츠': [159.0, 111.0, 762.0], '하이골드3호': [107.0, 107.0, 780.0], '한국패러랠': [218.0, 41.0, 732.0], '하이골드12호': [88.0, 43.0, 729.0], '쿠쿠홈시스': [77.0, 8.5, 333.0], '신한 인버스 금 선물 ETN(H)': [175.0, 39.0, 864.0], '대신 인버스 철광석 선물 ETN(H)': [157.0, 8.5, 899.0], '삼성 미국 중소형 성장주 ETN': [115.0, 66.0, 915.0], '삼성 미국 중소형 가치주 ETN': [151.0, 61.0, 914.0], '미래에셋 미국 리츠 ETN(H)': [125.0, 69.0, 923.0]}"
2018-09-30,"{'방림': [47.0, 161.0, 588.0], '에이리츠': [142.0, 113.0, 784.0], '하이골드3호': [85.0, 109.0, 802.0], '바다로19호': [220.0, 27.0, 776.0], '한국패러랠': [216.0, 35.0, 723.0], '하이골드12호': [104.0, 41.0, 797.0], 'BGF리테일': [96.0, 7.5, 180.0], '쿠쿠홈시스': [87.0, 7.5, 382.0], '신한 인버스 금 선물 ETN(H)': [154.0, 38.0, 874.0], '삼성 미국 중소형 가치주 ETN': [148.0, 62.0, 898.0]}"
2018-10-31,"{'바다로19호': [83.0, 25.0, 797.0], '신한 인버스 금 선물 ETN(H)': [67.0, 30.0, 879.0], '신한 달러인덱스 선물 ETN(H)': [79.0, 18.0, 891.0], '대신 철광석 선물 ETN(H)': [58.0, 5.0, 833.0], '미래에셋 미국 시니어론 100 ETN': [74.0, 17.0, 857.0], '삼성 KQ150 Put 1901-01 ETN': [31.0, 5.0, 923.5], '삼성 KQ150 Put 1901-02 ETN': [60.0, 5.0, 923.5], 'QV 스마트리밸런싱 250&#47;3 ETN': [20.0, 74.0, 869.0], 'QV 스마트리밸런싱 260&#47;4 ETN': [25.0, 49.0, 885.0], 'TRUE 코스피 커버드풋 ETN B': [26.0, 40.0, 858.0]}"
2018-11-30,"{'알보젠코리아': [114.0, 25.0, 663.0], '부산가스': [94.0, 28.0, 711.0], '동북아12호': [154.0, 3.0, 842.0], '맵스리얼티1': [125.0, 6.0, 639.0], '바다로19호': [95.0, 14.0, 787.0], '신한 인버스 금 선물 ETN(H)': [86.0, 16.0, 833.0], '신한 인버스 은 선물 ETN(H)': [48.0, 50.0, 872.0], '신한 달러인덱스 선물 ETN(H)': [112.0, 8.0, 839.0], 'QV 스마트리밸런싱 260&#47;4 ETN': [52.0, 34.0, 898.0], 'TRUE 코스피 커버드풋 ETN B': [62.0, 32.0, 820.0]}"
2018-12-31,"{'알보젠코리아': [164.0, 29.0, 654.0], '동양고속': [26.0, 109.0, 740.0], '세화아이엠씨': [198.0, 1.0, 922.5], '하이골드3호': [112.0, 74.0, 808.0], '바다로19호': [124.0, 14.0, 816.0], '하이골드12호': [166.0, 22.0, 780.0], '신한 달러인덱스 선물 ETN(H)': [163.0, 7.0, 865.0], 'QV 스마트리밸런싱 250&#47;3 ETN': [79.0, 61.0, 858.0], 'QV 스마트리밸런싱 260&#47;4 ETN': [65.0, 32.0, 880.0], 'TRUE 코스피 커버드풋 ETN B': [71.0, 33.0, 812.0]}"
